pattern,fractions,ratios,linear_equations,percentages
uniformly_strong,0.15581329107840358,0.7512002238365277,0.48127567644213115,0.6411681717901779
uniformly_strong,0.5369417665497236,0.771721233724233,0.2726814825930107,0.3598864263827029
uniformly_strong,1.0,0.4137732256177908,0.47096432646360814,1.0
uniformly_strong,1.0,0.44853001135239756,0.6895253129635909,0.9024666652821529
uniformly_strong,1.0,0.5039428764715288,0.7264166462173671,1.0
uniformly_strong,0.9304298223399856,0.6871531786309703,0.7598531106451877,0.3875312574890055
uniformly_strong,0.7285478768076005,0.7200837529973135,0.8696509668878768,0.6334018343542952
uniformly_strong,0.9414615567635417,1.0,0.8466287983005398,0.9055269225197611
uniformly_strong,0.8159466042733603,0.8000253179274243,0.5835325899371459,0.8949482785019924
uniformly_strong,0.7708140204759532,1.0,1.0,0.9157539657669502
uniformly_strong,0.5710828370915698,0.4662765584049747,1.0,0.8788247675441416
uniformly_strong,0.9440430210174833,0.2766242039077422,1.0,0.936326101464309
uniformly_strong,0.4668707946756567,0.6585425577650154,0.8791151613069559,0.8157400395068731
uniformly_strong,0.7123486442589335,0.7689535195802117,0.7244067865379344,0.8457687536307407
uniformly_strong,1.0,0.03000246772061077,0.7289449206470948,0.8529537264117342
uniformly_strong,0.8887981969061299,0.6884256256036131,0.27298346525642525,0.898398645114233
uniformly_strong,1.0,0.3398415785251588,1.0,0.7014424330631319
uniformly_strong,0.7816026962513458,0.48413044678881534,0.6996631482932371,1.0
uniformly_strong,0.9747965725963121,1.0,1.0,0.9317260036788729
uniformly_strong,1.0,0.9316979476214897,1.0,0.7110287139395876
uniformly_strong,0.8199637447577615,0.590772853009917,1.0,0.44650891306554036
uniformly_strong,1.0,0.7428046827484522,1.0,1.0
uniformly_strong,1.0,1.0,0.3283879233040279,0.7799140481305398
uniformly_strong,0.44839784222155527,0.6445160472901177,1.0,0.9912601432693089
uniformly_strong,0.5903208714263761,0.4958847900678804,0.8098346278628783,0.43503195518566173
uniformly_strong,0.5986579167810258,0.8936028414653732,1.0,0.982628441667332
uniformly_strong,0.11261314742057005,0.891310018709078,0.8216100719697734,0.9241670856118079
uniformly_strong,1.0,0.18102851695857725,0.6226689724426684,0.9772718968380064
uniformly_strong,0.3255216801638174,1.0,0.9105069838101976,1.0
uniformly_strong,0.6287169015434617,1.0,1.0,0.8698634060411505
uniformly_strong,0.8703202678096088,0.8811029717845178,0.5409964205781855,0.7557413959278941
uniformly_strong,0.7542432402642925,0.9150181593060486,1.0,0.48243917540647724
uniformly_strong,0.7624972909041268,1.0,0.5769235313562309,0.553324994812904
uniformly_strong,0.8606918575493581,1.0,0.8034278166681978,1.0
uniformly_strong,1.0,1.0,0.9662349503972281,1.0
uniformly_strong,0.7384514933401868,0.19894331238004592,1.0,0.6626901707129523
uniformly_strong,0.8323641333029099,1.0,0.3193221376823225,0.4245058357681582
uniformly_strong,0.31961661886434395,0.5617591129923729,0.9318909818050981,0.9572563528438314
uniformly_strong,0.8828822537985661,0.3761702348322901,0.1069689690102068,0.8163060756171148
uniformly_strong,0.6584671899084993,0.9378157315149835,1.0,0.8414724296176046
uniformly_strong,1.0,0.8687634122345206,0.95901941168044,0.5885980211390354
uniformly_strong,0.7461165758505625,0.8590328289970872,1.0,0.6818776483326284
uniformly_strong,0.9563501767196338,0.7202483624253864,0.7647373498015609,1.0
uniformly_strong,0.20208188868375332,0.4110583015775718,0.35534438076715386,0.0999151640455086
uniformly_strong,0.596520667953447,1.0,0.7145347800852276,0.8593370245825557
uniformly_strong,1.0,1.0,0.7792586195821581,1.0
uniformly_strong,0.8276379975302328,0.5487805328517614,0.6216798943403795,0.35583904623049517
uniformly_strong,0.5335598438799043,0.6925949935776713,1.0,1.0
uniformly_strong,0.38534554538688803,0.9178482404779758,0.4878368182527397,0.9424091265389607
uniformly_strong,0.7606740047936821,0.2507282522457409,1.0,0.6184997861573808
uniformly_strong,0.6398299284879336,0.4790742766130931,0.6037150169937334,0.9283671322084752
uniformly_strong,0.7432266977190783,0.8985986006847444,0.9085765561786532,1.0
uniformly_strong,0.6971641547406863,0.3569426549462805,1.0,0.7005535483708236
uniformly_strong,1.0,0.9150131339547412,0.7606587409389965,0.9046327682138886
uniformly_strong,1.0,1.0,0.8208143405398336,0.8480571779951226
uniformly_strong,1.0,0.5463016901697959,0.8999211117854766,0.7922411456138432
uniformly_strong,0.8941724634372661,0.5499893582151782,0.32312975200730937,0.17810496920261254
uniformly_strong,0.4647847661031177,0.6623974145182001,0.7120425240053715,1.0
uniformly_strong,1.0,0.5113726650975119,0.9043125357352871,0.6778765290949025
uniformly_strong,0.7146908485879715,0.8555976948246147,0.985751335092618,0.6982224548347954
uniformly_strong,1.0,0.45741853215727885,0.8019017187086805,1.0
uniformly_strong,0.8669239227875826,1.0,0.8274560534519625,0.9742331285989391
uniformly_strong,0.7829650416821926,0.7488777256507387,0.5661552809823742,0.929090407687266
uniformly_strong,0.5445388432442697,0.9996755708940288,1.0,0.909959422171169
uniformly_strong,0.7141253799332925,0.9361896737926089,0.7073980833360762,1.0
uniformly_strong,0.25057817473546296,0.6993177895644062,0.20275640146280072,0.35148175093183853
uniformly_strong,1.0,1.0,0.5841559300145629,0.34924896318773097
uniformly_strong,0.0,0.6369513476202097,1.0,0.9304652814390942
uniformly_strong,0.6321283141851533,0.9395240628500919,0.3317124941016672,0.7108029911907094
uniformly_strong,0.8298432419047216,0.7741698044536854,1.0,0.9033935678708157
uniformly_strong,1.0,0.5934883153307722,1.0,1.0
uniformly_strong,0.5089551441045763,0.5336913032856321,1.0,0.742596803991482
uniformly_strong,1.0,0.6672392864323449,1.0,0.8394457450416357
uniformly_strong,0.8774686469968086,1.0,0.6914688567667486,0.5176633712225125
uniformly_strong,0.6654307375914937,0.9357001851929416,0.33027227834584577,0.9912412707953365
uniformly_strong,0.638368604714677,1.0,0.08172190852985861,0.5640302674687494
uniformly_strong,0.2940595546297695,0.5521311600908143,0.874299770332683,0.7462320123650735
uniformly_strong,0.7239867293155956,0.7522445385859818,0.8610164721859831,0.4974391874170677
uniformly_strong,1.0,0.9987997911156452,0.9155113812968303,0.966960032825379
uniformly_strong,0.8889254002425979,1.0,0.7738717486842471,0.707875034499627
uniformly_strong,0.5739417258927867,0.490321198826649,0.42665846371967747,0.5333608060307244
uniformly_strong,0.7787958855043786,0.9002885385493143,0.8153426175656486,0.5703394167710862
uniformly_strong,1.0,1.0,0.7521055077733949,0.6041251566005864
uniformly_strong,0.9645283762489398,0.8563920762458314,0.3655618221754858,0.7796059232046786
uniformly_strong,0.8786107436223144,0.5300915640536739,0.8569530178512329,0.36355325442266334
uniformly_strong,1.0,1.0,0.7242447997091106,0.909036301351722
uniformly_strong,0.07702341026003756,0.4530957019204002,0.7118663239543611,0.4783600935719423
uniformly_strong,1.0,1.0,0.44701558417120946,0.5487609787744423
uniformly_strong,0.8706345104929791,1.0,0.4332877062380291,0.8747108366920826
uniformly_strong,1.0,0.30447225554621987,0.41567923794625045,0.6729180180617486
uniformly_strong,0.6438234761433768,1.0,0.8724979159462515,0.2675113821073616
uniformly_strong,0.9546231208702433,0.6267383337933049,1.0,0.6117237390689242
uniformly_strong,0.6090154150693293,0.9623394832413594,1.0,0.9344298091808612
uniformly_strong,0.2943208047845576,0.9614103319784754,0.48970758449768037,0.8705828334764791
uniformly_strong,0.372879669380282,0.9338966442629191,0.5580203287077883,0.41520960492184356
uniformly_strong,1.0,0.8724933565030254,0.6158069595821309,1.0
uniformly_strong,0.6678042735290773,0.8096323021912805,0.8806740343035804,0.6141002197614159
uniformly_strong,0.9413408880199788,0.6399642958505827,0.6765085033351372,1.0
uniformly_strong,0.4878241842462701,0.07616590072115303,1.0,1.0
uniformly_strong,0.6784192203652005,0.21894858781394444,0.706854807141217,0.7141331150477993
uniformly_strong,0.7430228476933229,0.4659835874234456,0.9738683427429433,0.9573522125858259
uniformly_strong,0.3516783140542081,1.0,1.0,0.851588099731118
uniformly_strong,0.6988024513794482,0.7573990356777437,0.9845770300905684,0.28079851834783465
uniformly_strong,0.8493172108931907,0.682860815161157,1.0,0.7477481798585127
uniformly_strong,1.0,0.46887779066539786,0.9761777500408377,0.8958200791373687
uniformly_strong,0.5392858256405653,0.8532188343910821,1.0,0.7028624887140198
uniformly_strong,0.29241120524907105,0.7947311520567663,0.5292730715622462,0.6972977184008353
uniformly_strong,0.7755236690944638,0.28830433519534493,0.31530249820379663,0.9446200506576576
uniformly_strong,0.643184391149096,0.03057669745382996,1.0,0.881710926582272
uniformly_strong,0.5858375527890549,0.40495093668252763,1.0,0.9048051867681289
uniformly_strong,1.0,0.9260565796174812,0.9163109423786044,0.7499216209674305
uniformly_strong,1.0,0.9875255603744462,1.0,0.6436031244088146
uniformly_strong,0.6693777581168113,0.656269048726406,1.0,1.0
uniformly_strong,0.6623478520552099,0.6725678816620727,0.8942231671609397,0.7262715499961296
uniformly_strong,1.0,0.12446681281428607,0.5519884859249317,0.5652750998115663
uniformly_strong,0.10389319628415661,0.5109084666893589,0.5254531652462222,0.7396686036443509
uniformly_strong,1.0,0.7264818046427893,0.49075588391865393,0.7829136376359414
uniformly_strong,1.0,0.5072123551655285,0.5268275348235655,0.967564687782267
uniformly_strong,0.7335391652807599,0.9942454072128424,0.795905962461411,1.0
uniformly_strong,0.4894765657878078,0.7963746047635198,0.736792995691053,0.43523272276876085
uniformly_strong,0.33095661563939355,1.0,0.6947142853346067,0.4933159155058012
uniformly_strong,0.7711463189230003,1.0,0.11577864638842317,0.35100839302900216
uniformly_strong,0.5231340674314198,1.0,0.884776094875789,1.0
uniformly_strong,0.4579517242621309,0.46413923741884217,0.9343441150168131,0.817482299280634
uniformly_strong,0.964621645659238,0.7436987027214644,0.8834431179363882,0.8474357254715328
uniformly_strong,1.0,1.0,0.3140384016824691,0.12581943339774337
uniformly_strong,1.0,1.0,0.49381309414599883,0.24204937803631144
uniformly_strong,0.8297104463021603,1.0,1.0,0.9548892716304354
uniformly_strong,0.6884849910242916,0.5320608135245413,0.8034353875011964,0.7102205888344231
uniformly_strong,0.4954796282813552,1.0,1.0,1.0
uniformly_strong,0.5237448806572618,1.0,0.9918879228493706,0.932763687261216
uniformly_strong,1.0,0.9906113428583833,1.0,0.9910718850116631
uniformly_strong,0.9022374224006318,0.2649166610857451,0.8250863232231672,0.6331424123452625
uniformly_strong,0.4160477127079939,1.0,1.0,1.0
uniformly_strong,0.8765640250567625,1.0,0.8036159541805477,0.8608391830693338
uniformly_strong,0.4719585888614052,0.9190973913496521,0.8181157785273252,0.4092043649496607
uniformly_strong,0.784640866455021,0.7760811308429575,1.0,1.0
uniformly_strong,0.8034336317274399,0.8746361929403249,0.8132637134312595,0.7391258045613357
uniformly_strong,0.475271840783514,0.7546844367179213,0.576170523004246,0.42490533832305616
uniformly_strong,0.9533665443642605,0.9173793979799705,0.2639877465895767,0.7631946087514618
uniformly_strong,1.0,1.0,1.0,0.811673962070438
uniformly_strong,0.5464864016092548,0.4748903517925819,0.9033814714251073,0.9137840103095489
uniformly_strong,1.0,1.0,0.7603314030406484,0.42673823634173924
uniformly_strong,0.7042680208967307,0.8651693584431575,0.7393750263831789,0.6266317675767032
uniformly_strong,0.8758654444909697,0.6488126775768169,0.6115801748823879,0.8934358502910319
uniformly_strong,0.6794022259612387,0.8732313166935057,0.8819612068556368,0.4581712996725277
uniformly_strong,0.6556276628403764,1.0,0.45137614617971394,0.1650036653088408
uniformly_strong,0.24144645402724663,0.8087329839730008,0.8092751834098098,0.7647167433724638
uniformly_strong,1.0,0.0,0.9187801623292471,1.0
uniformly_strong,0.46166577053248586,0.6860580464630315,0.5741324248314138,0.5316961861767414
uniformly_strong,0.7021213984930881,1.0,1.0,0.6992182324879557
uniformly_strong,1.0,0.8106729430953875,1.0,0.7720104051039525
uniformly_strong,0.8393173478138434,0.9096423417928504,1.0,1.0
uniformly_strong,0.587820641014561,1.0,0.6914502388746976,0.6530749451296374
uniformly_strong,1.0,0.8093256763313459,0.8835727743535419,0.8041955665595878
uniformly_strong,0.9009749379816304,0.9274897692308448,0.21890992018837552,0.9999718005828602
uniformly_strong,0.5053941740509098,0.3673102593321767,0.7824766268423953,0.8251943009943363
uniformly_strong,0.5919481506283159,1.0,0.39734745008872796,0.6779168753682323
uniformly_strong,0.6245377595200998,0.7860238188981983,0.8836592853941717,0.49763211511293665
uniformly_strong,1.0,0.8189007105004099,0.23241612400642697,0.21242256788089076
uniformly_strong,0.7963042121212067,0.7337098046640939,0.76897396592761,0.7916052630409347
uniformly_strong,0.8676679518530542,1.0,0.4666685297247326,0.4484085221297616
uniformly_strong,0.4720028426337853,0.8866750001506121,1.0,0.6705981685281469
uniformly_strong,0.04949004675210367,0.2888021412168874,0.5500889831611966,0.6326813337514356
uniformly_strong,0.6774834118235822,0.8115743368942752,0.706476100753266,1.0
uniformly_strong,0.5971948082955895,0.5413046121573372,0.9436626615561385,0.3393073790221643
uniformly_strong,0.9169075115960007,0.8307659551178801,0.7557672530245498,1.0
uniformly_strong,0.6133377664115847,1.0,0.7323705652315703,0.4168950665089316
uniformly_strong,0.8209758742984476,0.4771264399043696,0.57447324565595,0.9191099900046473
uniformly_strong,0.9666746265950374,0.6133496899237226,1.0,1.0
uniformly_strong,1.0,0.9588240221377167,1.0,0.2357604716077828
uniformly_strong,0.7046280354114612,0.5398984231029722,0.8357677583382177,0.6285652342409789
uniformly_strong,0.7501526474150804,1.0,0.7490840610738866,0.9241376951570642
uniformly_strong,0.7303192010227295,0.8227139863870502,0.8018050041308215,0.9344972197919479
uniformly_strong,1.0,1.0,0.8928860245727501,0.9768640658106806
uniformly_strong,0.45474064724433,0.7736369772753139,1.0,1.0
uniformly_strong,0.8634829198385151,1.0,0.9472300126981457,1.0
uniformly_strong,0.8868077470871334,0.6932905053286896,0.9007523770799071,0.0
uniformly_strong,0.9148657209155149,0.0,0.2829609777783747,0.9355305802822953
uniformly_strong,0.9432588011800386,0.4512713659580209,0.5863693874363184,1.0
uniformly_strong,0.6547909605281972,1.0,0.7994240440470962,0.9224108530643801
uniformly_strong,1.0,0.8393081348580259,0.4992968057927597,0.7670817644917131
uniformly_strong,0.7893167791429727,0.3905775043395304,0.7232503785977531,0.5773423718007691
uniformly_strong,1.0,0.8103835622555767,0.715161275255729,0.7681454208132271
uniformly_strong,0.8669366055218499,0.985044259906934,0.5000863313991857,0.4875237102136185
uniformly_strong,1.0,0.6762989383385809,0.3749473722209378,0.9331438128149314
uniformly_strong,0.939010941809806,0.3407854228229881,0.868844514639082,1.0
uniformly_strong,0.912315935511879,0.9895944451284187,0.3787192705727753,0.8993120464988588
uniformly_strong,0.7092140721588661,0.6551629523826066,1.0,1.0
uniformly_strong,1.0,1.0,0.7670797455109449,0.905816048907903
uniformly_strong,1.0,0.8363533847898387,0.8392292563734634,1.0
uniformly_strong,0.7822152061922204,0.5812139190879015,0.6756580802492425,0.9901731133201228
uniformly_strong,0.8008979873599867,0.9020629930605014,1.0,0.6875475611307171
uniformly_strong,1.0,0.9136527810375183,0.4295560739265565,1.0
uniformly_strong,0.6497765768729252,0.3034713970444449,0.48648688712410937,0.49368645179650344
uniformly_strong,0.8156519955972601,0.7178448483361289,0.6989504097078222,0.9859105896447438
uniformly_strong,0.9019626083578112,0.894814361193286,0.9229485371986078,0.9848404004006716
uniformly_strong,0.1676139974667672,0.6906685243206617,0.14593698065315786,0.8108179780393386
uniformly_strong,0.7986101083326964,1.0,1.0,0.8608325144757103
uniformly_strong,0.6498916767809301,0.9455483337637214,0.6416247088027061,0.7995822045669954
uniformly_strong,1.0,0.632668596203173,1.0,1.0
uniformly_strong,0.5135624548607536,1.0,1.0,0.8305777662117972
uniformly_strong,0.5713029625917043,0.5422381944273291,0.6387012269290933,0.962778338987588
uniformly_strong,0.5133124497795807,0.931253674585961,0.4274733413364823,0.7387794246683453
uniformly_strong,0.8328943263722026,1.0,0.38680530334388985,1.0
uniformly_strong,0.8449527241961841,0.923351575404789,0.8355043740164614,0.9334180454585699
uniformly_strong,0.7538944686913948,1.0,0.6630586567325834,1.0
uniformly_strong,0.6066898639360931,0.781924446079614,0.4784112343129343,0.936507116104256
uniformly_strong,1.0,0.7767931460537438,0.7409342903888272,0.465614911079622
uniformly_strong,0.7312122039343076,0.32216172208354177,0.5261366039843518,0.8680358138327406
uniformly_strong,1.0,1.0,0.6240244744787299,1.0
uniformly_strong,0.8731257441204944,0.7546257059760872,0.9297783355178457,0.8185749451039878
uniformly_strong,0.8331187176836656,0.6775000511519993,0.38056710206034483,0.3369124392433756
uniformly_strong,0.9959734649843681,0.716989972974286,0.6211733301031501,0.8025516880169461
uniformly_strong,1.0,0.8541091829079195,0.6031835190077098,1.0
uniformly_strong,1.0,0.948366996596856,1.0,1.0
uniformly_strong,1.0,0.9842297531337871,0.9795041141224649,0.9558981720039508
uniformly_strong,0.470798697635887,1.0,0.39325580866203386,0.5616201634624836
uniformly_strong,1.0,1.0,1.0,0.7184976848938124
uniformly_strong,0.4543253476169698,0.7278688408788971,0.8306093891721723,0.823696614902003
uniformly_strong,1.0,0.6916188724989664,0.9056103415408773,0.5034118551696183
uniformly_strong,0.9350951834131439,0.8009325650556911,0.5750559985146448,0.7292511913475442
uniformly_strong,0.7447472760454336,0.7189534611988712,1.0,0.7704661993076362
uniformly_strong,0.7268311669467987,0.1707647127169576,0.5317377944061569,0.7210779726630941
uniformly_strong,0.5942441971470072,1.0,0.7505186673811345,1.0
uniformly_strong,0.8185113902151104,0.811168350926473,0.7733610656862497,0.8011388754864378
uniformly_strong,1.0,0.10411678197463459,0.19953627666839646,0.6370487506831659
uniformly_strong,0.8043583645812707,1.0,0.9419261594082426,0.684726226135829
uniformly_strong,1.0,1.0,0.8552173493814696,1.0
uniformly_strong,0.8817935790296387,0.6315550919651349,1.0,0.8331839367736034
uniformly_strong,0.8004019540263462,1.0,0.06473836143797407,0.3746947489521291
uniformly_strong,0.443878872087689,0.6910218057293583,0.723617549070191,0.34780230566808584
uniformly_strong,0.5044525903067522,0.541747496442929,1.0,1.0
uniformly_strong,0.6764751746946053,0.6909250129079604,0.4552388008435118,0.22756087603242003
uniformly_strong,0.7649359440774428,0.5006444050267924,0.7745448405013972,0.31993824528695686
uniformly_strong,0.5714076625069227,0.8445881285908493,0.9098628793351813,0.9252415876226043
uniformly_strong,0.4038533047528889,1.0,0.559936491019445,0.989857374382192
uniformly_strong,0.7968083970145421,0.3870837502766157,0.7051406886256437,0.9096091226191303
uniformly_strong,0.9838896141423797,0.7577036307666745,1.0,1.0
uniformly_strong,0.7230037650800742,1.0,1.0,1.0
uniformly_strong,0.43160003575325084,0.5220400666528549,1.0,0.4825156847487089
uniformly_strong,0.40323766001249634,0.654141760790286,0.9260680128423757,0.7692809880166711
uniformly_strong,0.6048309138783224,0.5977362614826474,0.5862988806761874,0.5361471114023173
uniformly_strong,1.0,0.8892533213556665,1.0,0.653276759564323
uniformly_strong,0.7442129968441854,0.5859338055888935,0.004487499524239547,0.3865972169456402
uniformly_strong,0.25681439600588163,0.12506486661451788,0.4413923077105692,1.0
uniformly_strong,0.7866691496886937,1.0,0.9232947730702626,1.0
uniformly_strong,0.5297309014086276,0.9571852862578013,1.0,0.6270058123298922
uniformly_strong,0.96786211118485,0.9698563275724499,0.6351342136609752,0.46316947031870154
uniformly_strong,0.4447615004305184,0.8259516625764386,0.8981029606367945,0.5622422508626257
uniformly_strong,0.8079756023978296,0.9711611108415457,0.9854572143995903,1.0
uniformly_strong,1.0,0.49961257017303684,1.0,0.6407070486332856
uniformly_strong,1.0,0.8203959878153267,0.6763551864629098,0.2576909420675202
uniformly_strong,0.7485306469350956,0.3321850294083174,1.0,1.0
uniformly_strong,0.560926703210993,0.8905912227557814,0.5823825433976074,0.6114545809589631
uniformly_strong,1.0,0.7884385214469762,1.0,0.6553302563891237
uniformly_strong,1.0,0.8292240238873346,1.0,0.665852702801016
uniformly_strong,0.7851323487345252,0.7653503362103197,0.5491828655462638,0.9986244603745258
uniformly_strong,0.9950747016735093,0.97806640847167,1.0,1.0
uniformly_strong,0.6875165930452595,0.9119156955302535,0.6129197932225363,0.8070065948343667
uniformly_strong,0.6200751652643406,1.0,0.9091094451028889,0.7345912615686734
uniformly_strong,1.0,0.1488153770613766,0.1957692215404131,1.0
uniformly_strong,0.8181405344352105,0.8751338900782283,0.4020811690044354,0.7930298867448902
uniformly_strong,1.0,1.0,0.8509119635428437,0.6682838269685187
uniformly_strong,0.6816281444391818,0.16124063323999482,0.8772921262763482,1.0
uniformly_strong,0.32731420184881554,0.6015749323079552,0.45276061032997345,0.510394641557371
uniformly_strong,0.8160444880465701,0.17467935350345776,0.9842811315071193,1.0
uniformly_strong,0.7246692235889263,0.05578744700463756,0.5010744121992832,1.0
uniformly_strong,0.0,0.6957429763419443,0.44599976645982237,1.0
uniformly_strong,0.5974658143569617,0.9211862062206835,0.9696381257507279,1.0
uniformly_strong,0.739117416897389,0.9128133108867834,0.35448335626176924,1.0
uniformly_strong,0.5718473455785906,0.6317737507736764,0.7933256615452369,0.3311346963980452
uniformly_strong,0.8686310086786815,1.0,0.8878801470491875,0.3233307307463825
uniformly_strong,0.7628572117011022,1.0,0.2366033702102277,0.47757019585468585
uniformly_strong,1.0,0.881028630259186,0.9235914746380262,1.0
uniformly_strong,0.9405658335518609,0.9973664031299538,1.0,0.7358586325728529
uniformly_strong,0.5606351709144515,0.9283389194741398,0.9316973088166685,0.6419853824161376
uniformly_strong,0.4902808941335458,1.0,0.8980530411164069,0.5803143855793773
uniformly_strong,1.0,0.7672564545315997,0.7241355661046507,0.968681861574348
uniformly_strong,0.41243531953049306,0.9057881611751517,1.0,0.9398532986591932
uniformly_strong,0.6871363688649608,0.6478684158715274,0.6768980079964673,0.7238111965856657
uniformly_strong,0.6866580401725184,1.0,0.2800372690373051,1.0
uniformly_strong,0.6860940424572317,0.9130843357086117,0.4619036269397409,1.0
uniformly_strong,1.0,1.0,0.3455735672619383,1.0
uniformly_strong,0.9214565262907127,0.3184186258602298,0.7927107848687553,0.9093603467099788
uniformly_strong,0.9668225821469453,0.8531784100846568,0.8873694250542139,1.0
uniformly_strong,1.0,0.0,0.7047684335486954,0.7506046917368147
uniformly_strong,0.2743704281819087,0.8282549174696937,1.0,0.47402964212282295
uniformly_strong,0.9009202816069617,0.5252529568110686,0.598426392896097,1.0
uniformly_strong,0.6372326539664526,0.9386637467031874,0.2386345651817039,1.0
uniformly_strong,0.9807957338919497,0.7452500472049215,0.9726639529999684,0.37705417131565694
uniformly_strong,1.0,0.702804567351071,0.7387791454854696,0.6525033155103548
uniformly_strong,0.6258045791763247,1.0,0.8767720550312669,0.995524442420912
uniformly_strong,0.7973615931543286,0.9539599433231544,0.6743453768224885,1.0
uniformly_strong,0.32962087507085047,1.0,1.0,0.5443523582103219
uniformly_strong,1.0,1.0,1.0,0.8084066561077631
uniformly_strong,0.7348321525343972,0.7371773518881176,0.9171591788958552,1.0
uniformly_strong,0.8543942653584259,0.526566913058813,1.0,1.0
