avg_mastery,pct_struggling,std_mastery,priority
0.214585,0.452169,0.299117,96.025344
0.408529,0.341121,0.267427,84.324167
0.853403,0.151408,0.258578,33.263055
0.233939,0.286176,0.233950,100.000000
0.058303,0.790630,0.226470,95.530463
0.281384,0.847080,0.091774,89.107227
0.293594,0.675658,0.190228,95.836035
0.661917,0.261888,0.248607,78.648357
0.557032,0.482331,0.148535,79.320199
0.783898,0.012181,0.208297,30.028344
0.664314,0.328809,0.110522,58.482484
0.406387,0.207699,0.252833,84.053301
0.814020,0.127999,0.039438,17.454016
0.166973,0.936366,0.289219,100.000000
0.022712,1.000000,0.182970,99.537619
0.090048,0.751121,0.107750,100.000000
0.722359,0.113503,0.277267,54.393135
0.461877,0.140363,0.087516,68.805171
0.161272,0.734771,0.169622,93.864594
0.501045,0.494843,0.258852,90.508204
0.152312,0.450689,0.052753,94.850716
0.696320,0.205046,0.048604,33.649499
0.446156,0.340214,0.221469,94.290412
0.381021,0.335280,0.124386,93.011557
0.301512,0.461279,0.157104,93.551418
0.630283,0.328477,0.037593,61.471446
0.361813,0.310399,0.007113,87.850849
0.087650,0.649533,0.127840,83.493619
0.118006,0.565466,0.294969,98.336662
0.961898,0.023545,0.238240,13.558106
0.908581,0.152143,0.047342,13.960873
0.699707,0.073545,0.092322,33.736037
0.265870,0.335706,0.148868,93.812762
0.969176,0.009659,0.226899,8.487580
0.778751,0.281831,0.100329,39.645366
0.716890,0.189741,0.235941,54.606471
0.449362,0.719451,0.188135,94.658432
0.272242,0.462156,0.033225,88.611491
0.096391,0.721250,0.274992,92.303377
0.902602,0.000000,0.126011,12.927373
0.455776,0.394660,0.136688,88.406219
0.202363,0.395860,0.104498,99.451250
0.305957,0.766751,0.209490,100.000000
0.579220,0.281287,0.228114,79.084029
0.176773,0.505678,0.094943,100.000000
0.856614,0.186948,0.034933,17.020859
0.758520,0.094189,0.085112,27.186390
0.719463,0.370712,0.116584,59.608668
0.432093,0.700593,0.004906,87.272405
0.627309,0.241725,0.088881,54.909519
0.584098,0.491697,0.022718,71.058555
0.649847,0.352805,0.248293,80.816939
0.084444,0.815204,0.037464,92.232163
0.415807,0.280850,0.146804,87.218473
0.041614,0.894810,0.020841,100.000000
0.493991,0.518226,0.076100,85.221481
0.329861,0.683575,0.027901,98.068035
0.144524,0.491955,0.204903,98.122921
0.103403,0.621999,0.177071,100.000000
0.587645,0.355444,0.207760,82.082437
0.170593,0.406231,0.273875,100.000000
0.925120,0.050591,0.051114,10.216602
0.581061,0.245639,0.187040,67.187255
0.346870,0.581841,0.256898,93.719095
0.590915,0.270472,0.156695,75.717000
0.022804,0.960510,0.067049,100.000000
0.958559,0.077585,0.092467,7.871046
0.482303,0.419752,0.001978,75.132180
0.782735,0.260124,0.085502,44.457362
0.082730,0.650350,0.174383,100.000000
0.486658,0.364983,0.164426,86.675636
0.490707,0.484801,0.213029,89.322008
0.937826,0.064207,0.018601,4.991350
0.571728,0.174614,0.204432,76.516430
0.473489,0.269039,0.293776,90.321391
0.266976,0.558979,0.131624,98.135523
0.331569,0.614041,0.206324,98.135642
0.520672,0.496694,0.133142,90.424123
0.438911,0.514075,0.129364,96.257674
0.021612,0.823984,0.274659,99.022541
0.826292,0.045372,0.203937,29.359611
0.896161,0.197527,0.035369,22.383965
0.140249,0.811387,0.213779,99.122143
0.554036,0.195992,0.218855,78.330597
0.108576,0.555474,0.050521,100.000000
0.672240,0.320531,0.112039,68.284844
0.281234,0.495342,0.085829,95.756731
0.659423,0.497195,0.233943,82.982054
0.726995,0.212337,0.008135,31.926930
0.768647,0.249749,0.102333,47.444971
0.107741,0.842732,0.231628,99.080801
0.916012,0.000000,0.020023,10.830551
0.230214,0.497072,0.163503,100.000000
0.037413,0.787351,0.053140,99.210518
0.554852,0.284075,0.253538,88.936205
0.370922,0.272791,0.247101,95.944906
0.829790,0.003869,0.180363,22.754154
0.808251,0.222900,0.184769,41.643057
0.317139,0.338077,0.281879,100.000000
0.952899,0.128310,0.209592,18.890775
0.290918,0.479046,0.092754,92.277823
0.515057,0.371609,0.173933,82.777175
0.255965,0.388396,0.103325,98.351212
0.936044,0.042457,0.129320,12.159398
0.164608,0.777771,0.118370,97.491070
0.044911,0.212332,0.226356,96.895510
0.435097,0.484101,0.262534,92.881328
0.992376,0.000000,0.116745,13.563399
0.891677,0.162949,0.119214,16.608911
0.748608,0.177970,0.265100,48.986485
0.890792,0.132941,0.072660,8.095460
0.893447,0.006604,0.146964,15.471063
0.518858,0.390309,0.131672,86.102254
0.315929,0.592828,0.122678,100.000000
0.772012,0.120179,0.116531,24.413693
0.661661,0.247224,0.205778,61.367825
0.373658,0.519026,0.066071,94.501874
0.094467,0.929755,0.136522,93.295152
0.746790,0.179775,0.025999,30.255091
0.262461,0.372923,0.049496,99.168945
0.936813,0.071106,0.149584,9.951736
0.240971,0.661478,0.125275,99.818663
0.122758,0.993932,0.130034,97.703973
0.831113,0.171310,0.258648,41.836932
0.153284,0.669249,0.020245,97.778132
0.179268,0.394639,0.272623,94.403461
0.599383,0.241945,0.230405,72.194194
0.874562,0.084702,0.169300,23.804849
0.196435,0.617384,0.029138,100.000000
0.310324,0.485646,0.187110,100.000000
0.777405,0.059077,0.194588,28.059536
0.971826,0.039506,0.160014,14.088104
0.500741,0.457762,0.020321,85.091638
0.143898,0.721478,0.069609,100.000000
0.013936,0.864954,0.019049,100.000000
0.229656,0.515784,0.066188,95.006746
0.131822,0.628473,0.020563,100.000000
0.677659,0.285840,0.163530,60.598049
0.121833,0.662591,0.265002,92.914252
0.506330,0.545472,0.278129,87.429027
0.694262,0.223495,0.062189,45.107434
0.581117,0.288979,0.048973,66.586246
0.199776,0.291141,0.069571,97.938903
0.804125,0.072111,0.158667,30.012566
0.715407,0.215911,0.205784,53.509399
0.738984,0.083184,0.202441,44.358563
0.131058,0.827017,0.219995,100.000000
0.123754,0.575244,0.049773,100.000000
0.927563,0.044697,0.243947,15.075386
0.397578,0.349292,0.278458,97.491752
0.300949,0.403708,0.295312,93.029047
0.488584,0.622854,0.262874,92.099751
0.662864,0.396270,0.209904,72.118849
0.955623,0.051421,0.020342,6.985495
0.286446,0.940743,0.211438,100.000000
0.924808,0.023131,0.157478,20.961945
0.024859,0.767130,0.189960,98.708911
0.555198,0.155679,0.102863,61.899463
0.633975,0.205509,0.159146,61.876585
0.105897,0.788484,0.075608,98.162657
0.140340,1.000000,0.051795,100.000000
0.419114,0.337718,0.153270,92.640212
0.966232,0.000000,0.282595,16.079365
0.596043,0.176266,0.298671,68.984980
0.933023,0.000000,0.070779,6.701812
0.804361,0.295111,0.163909,44.410038
0.467382,0.256133,0.137839,85.744236
0.784763,0.090252,0.187908,34.731486
0.017837,0.694853,0.278218,100.000000
0.109144,0.725689,0.083200,98.333335
0.829429,0.136815,0.272393,36.095688
0.796817,0.037549,0.190903,22.596765
0.232641,0.902001,0.091164,100.000000
0.530770,0.432610,0.230098,94.828233
0.606016,0.225969,0.260036,73.357185
0.867739,0.000000,0.036788,18.336421
0.603107,0.372499,0.030958,68.212099
0.412572,0.424013,0.237372,89.030891
0.374184,0.595212,0.211238,96.409905
0.425882,0.390830,0.147695,87.099976
0.651931,0.183699,0.063152,49.471545
0.867491,0.000000,0.212845,21.593480
0.453897,0.159039,0.020034,71.051828
0.247840,0.741561,0.021976,98.685973
0.236662,0.761821,0.093414,98.071016
0.746014,0.151888,0.095358,35.506414
0.816569,0.072116,0.177484,27.332841
0.105278,0.403703,0.176237,98.403148
0.066559,0.726057,0.112790,96.180398
0.594434,0.424646,0.200708,76.679750
0.146173,0.829610,0.095324,96.945361
0.824664,0.154892,0.089039,25.621751
0.310335,0.205721,0.046748,88.661085
0.143872,0.557633,0.026687,100.000000
0.920970,0.001454,0.273920,25.361162
0.165532,0.906864,0.103856,96.907907
0.284720,0.767280,0.277353,100.000000
0.153613,0.754185,0.199605,100.000000
0.115490,0.310721,0.216651,100.000000
0.021148,1.000000,0.159966,100.000000
0.055395,0.592721,0.072539,96.855273
0.174641,0.600516,0.153359,100.000000
0.053382,0.656823,0.055470,96.984061
0.591144,0.249275,0.033232,64.011810
0.680715,0.266077,0.238115,63.633439
0.393630,0.222945,0.128853,82.878476
0.317991,0.282548,0.227475,92.787181
0.504526,0.192114,0.071241,74.980890
0.875005,0.097807,0.272743,34.195098
0.851132,0.102115,0.165898,25.103295
0.043475,0.853646,0.023973,100.000000
0.181498,0.921188,0.299599,99.143999
0.236745,0.650324,0.019820,98.075077
0.249388,0.686494,0.048689,97.010003
0.571233,0.287695,0.070834,63.613001
0.416262,0.588210,0.283977,98.359426
0.049254,0.591570,0.202169,99.589727
0.373614,0.255509,0.147638,93.667500
0.523753,0.364812,0.210266,81.169561
0.101672,0.529128,0.238331,97.228432
0.833459,0.128138,0.167441,26.368656
0.051962,0.668266,0.003459,98.968687
0.924842,0.000000,0.278809,16.953872
0.099113,0.622977,0.071490,100.000000
0.843575,0.015644,0.223303,21.217291
0.902653,0.007080,0.127027,6.892211
0.979571,0.000000,0.145492,7.293580
0.802026,0.029059,0.282115,32.441180
0.779478,0.248077,0.160574,49.454469
0.642483,0.272025,0.025103,53.137682
0.778996,0.194253,0.030915,30.057658
0.134552,0.757338,0.183319,100.000000
0.536068,0.300944,0.014111,67.843435
0.514223,0.499027,0.065479,82.176624
0.857572,0.201824,0.056296,25.238464
0.462799,0.336127,0.065427,82.810250
0.385089,0.448758,0.219870,88.099335
0.639563,0.246541,0.239133,70.589096
0.266463,0.484568,0.017692,88.924161
0.139768,0.733904,0.267444,97.961035
0.477877,0.488857,0.034113,91.637488
0.416889,0.741771,0.117559,100.000000
0.232570,0.451913,0.097931,100.000000
0.367512,0.662145,0.047596,98.914755
0.366392,0.461521,0.050470,97.805654
0.327496,0.472436,0.033749,90.646341
0.379464,0.483441,0.028470,86.036519
0.685743,0.250169,0.211976,58.942518
0.296876,0.594531,0.087852,90.584404
0.948858,0.179142,0.195347,17.081822
0.916348,0.079550,0.211816,17.739952
0.480910,0.359424,0.011379,80.001639
0.328361,0.746481,0.260905,93.147587
0.535435,0.385849,0.116968,80.995644
0.848560,0.006853,0.011576,13.058933
0.652587,0.000000,0.179056,49.827765
0.804392,0.202257,0.226139,45.155545
0.532722,0.302333,0.176809,79.163164
0.632918,0.417115,0.164412,77.416653
0.288156,0.602885,0.170403,97.804569
0.734893,0.147598,0.020257,27.273839
0.202405,0.489042,0.109061,100.000000
0.694798,0.129672,0.150132,50.388873
0.860719,0.191579,0.237106,30.519016
0.132103,0.555272,0.204150,92.265835
0.614380,0.217939,0.180274,63.234513
0.095096,0.897687,0.178385,100.000000
0.725716,0.220195,0.061907,42.127924
0.084493,0.587505,0.205770,100.000000
0.935940,0.095960,0.254688,25.270437
0.137408,0.258865,0.153124,93.571348
0.958880,0.000000,0.216560,13.253879
0.800884,0.079163,0.213691,34.190542
0.593682,0.430424,0.062224,76.418776
0.782624,0.226145,0.054920,26.741375
0.795115,0.061314,0.235737,36.359988
0.946027,0.234305,0.088221,23.293442
0.253383,0.196599,0.011521,88.951423
0.590076,0.315761,0.074466,67.406829
0.095049,0.779765,0.258462,91.993028
0.616166,0.198719,0.204037,72.236518
0.171291,0.431439,0.004091,100.000000
0.564951,0.475614,0.012244,77.155854
0.572431,0.317161,0.120075,81.805207
0.465985,0.348038,0.157740,79.420023
0.522632,0.346804,0.139870,79.689444
0.763923,0.096544,0.139302,33.974518
0.799245,0.170765,0.134384,33.920547
0.492153,0.412196,0.126339,85.334657
0.599593,0.215033,0.170037,65.689182
0.931236,0.100208,0.152430,13.290459
0.119734,0.616143,0.261929,100.000000
0.117104,1.000000,0.188478,99.191079
0.087709,0.764618,0.221212,96.278220
0.657863,0.372957,0.276975,75.027418
0.418608,0.550929,0.146680,94.397808
0.774321,0.195620,0.155678,39.542494
0.671231,0.294865,0.230836,68.458968
0.333638,0.243544,0.228783,97.554167
0.898367,0.055479,0.150751,14.442489
0.762532,0.336798,0.066233,35.026757
0.270535,0.738907,0.009357,99.892851
0.364192,0.587040,0.206123,100.000000
0.314440,0.328029,0.046257,89.783301
0.157612,0.504238,0.221342,99.297053
0.147783,0.426942,0.147321,95.914516
0.936127,0.091864,0.152290,12.520814
0.437904,0.581528,0.248607,92.109937
0.383320,0.283898,0.256042,95.479375
0.729686,0.000000,0.102671,27.364794
0.552993,0.381847,0.085815,74.103906
0.936140,0.098224,0.284124,29.361736
0.780301,0.000000,0.213048,31.652184
0.479370,0.466767,0.281018,88.805033
0.376359,0.679056,0.201928,94.656259
0.986632,0.000000,0.082310,16.071828
0.717760,0.112657,0.228501,51.189023
0.951195,0.208188,0.270664,25.157524
0.118479,1.000000,0.172725,100.000000
0.850534,0.202132,0.124001,32.004514
0.637074,0.306998,0.199694,78.159873
0.121922,0.473972,0.253405,93.969990
0.588258,0.429920,0.148969,84.951414
0.686096,0.357350,0.154995,70.670512
0.012303,0.498596,0.126778,96.017422
0.454318,0.262468,0.070482,76.808855
0.825400,0.122939,0.126288,22.895290
0.295359,0.645588,0.024767,90.508884
0.458548,0.286037,0.176221,88.353521
0.442314,0.382104,0.287133,90.440280
0.301927,0.508635,0.115900,100.000000
0.918442,0.000000,0.259425,25.769146
0.781294,0.219023,0.173574,42.180088
0.110588,0.724810,0.078204,100.000000
0.997035,0.000000,0.255773,10.621368
0.879200,0.095850,0.174469,18.597484
0.283908,0.425529,0.020551,99.629143
0.836897,0.176465,0.176501,30.008398
0.106420,0.975760,0.059647,100.000000
0.999105,0.000000,0.181287,14.839775
0.665685,0.098582,0.068125,45.514689
0.650125,0.212689,0.033273,42.396738
0.090441,0.519107,0.006889,96.394571
0.897033,0.118131,0.004441,15.519352
0.029000,0.730142,0.236452,100.000000
0.240828,0.539998,0.141961,95.609477
0.143022,0.295655,0.116684,100.000000
0.776768,0.081927,0.108343,30.393038
0.198204,0.449970,0.251028,98.416685
0.910638,0.094124,0.294312,31.193476
0.656269,0.194794,0.192539,64.946935
0.036163,1.000000,0.067539,100.000000
0.005430,0.642979,0.294062,99.307742
0.051658,0.935964,0.261851,96.395567
0.605925,0.411636,0.160900,82.218230
0.801482,0.270746,0.086971,29.562245
0.238553,0.460448,0.268422,100.000000
0.849409,0.109524,0.216769,25.361082
0.057232,0.659496,0.263513,100.000000
0.800964,0.091962,0.164327,28.728312
0.927795,0.115828,0.047463,8.651659
0.772108,0.030244,0.000372,17.059386
0.698121,0.359126,0.124358,57.062006
0.837980,0.200477,0.216128,35.861157
0.040151,0.881601,0.004840,99.357710
0.201782,0.477090,0.209297,95.440430
0.124924,0.481403,0.260695,100.000000
0.504531,0.435204,0.261656,92.253539
0.745188,0.131939,0.070144,29.930495
0.630012,0.283794,0.151458,61.645692
0.851131,0.182973,0.198928,37.462514
0.155213,0.598110,0.254927,98.080137
0.734621,0.245015,0.034233,36.870658
0.193041,0.732401,0.217414,100.000000
0.270759,0.399904,0.022162,93.395438
0.709905,0.291941,0.130536,48.049602
0.980205,0.000000,0.181210,14.477550
0.611544,0.464551,0.044634,76.234986
0.054500,1.000000,0.200780,100.000000
0.616309,0.379572,0.017191,58.335634
0.042351,1.000000,0.238341,91.285073
0.884146,0.016673,0.095048,10.753072
0.709578,0.154711,0.281053,57.240345
0.173128,0.558370,0.068633,100.000000
0.091721,0.547034,0.217513,96.308313
0.183533,0.665868,0.212054,100.000000
0.980027,0.024381,0.034684,10.751400
0.458561,0.636296,0.287521,98.372174
0.784081,0.251024,0.269763,55.592910
0.636408,0.303425,0.093750,59.388102
0.572413,0.384627,0.025521,63.325695
0.145130,0.854426,0.188588,96.845548
0.946024,0.097203,0.223297,20.464348
0.301343,0.275425,0.132452,99.525399
0.578017,0.151826,0.151606,67.367449
0.699776,0.305072,0.091510,60.510928
0.649233,0.222227,0.049229,44.365202
0.940594,0.064009,0.117472,12.344160
0.148439,0.651212,0.002971,91.251276
0.508353,0.191559,0.177676,71.606532
0.404034,0.383670,0.263817,92.239652
0.474169,0.339493,0.238317,87.657930
0.119218,0.598080,0.080660,95.986568
0.134095,0.774732,0.258298,93.176527
0.278076,0.548660,0.211861,100.000000
0.304705,0.394463,0.061185,90.858247
0.427903,0.422638,0.012889,81.420203
0.610988,0.091471,0.244870,66.367905
0.634629,0.382451,0.114774,61.850592
0.411811,0.269923,0.237678,87.039518
0.408783,0.538520,0.082251,91.464800
0.217629,0.651158,0.215848,100.000000
0.588306,0.395956,0.074805,76.174436
0.317041,0.490281,0.084448,92.468577
0.036060,0.808981,0.221812,93.967452
0.418400,0.320939,0.103772,85.217973
0.474133,0.569918,0.284147,94.779352
0.225593,0.518229,0.108536,100.000000
0.572458,0.497512,0.157002,84.007112
0.565772,0.246401,0.189685,73.495606
0.702002,0.028785,0.199200,38.322324
0.647948,0.363353,0.194665,78.505366
0.652433,0.075947,0.287731,61.547480
0.316214,0.824407,0.028817,97.446466
0.787432,0.081408,0.037733,26.241043
0.549144,0.176605,0.046221,65.305109
0.431418,0.391495,0.106729,83.565633
0.626012,0.429420,0.104176,75.255128
0.360657,0.388908,0.113983,90.553200
0.512739,0.227413,0.210824,81.859019
0.736706,0.157917,0.255638,52.872062
0.886403,0.155247,0.014939,12.185992
0.921057,0.070474,0.115999,5.218152
0.503633,0.323473,0.125056,83.655975
0.520275,0.297237,0.118140,84.653052
0.799870,0.152636,0.175782,34.759597
0.314451,0.554273,0.136042,92.851532
0.837382,0.172506,0.169216,27.763940
0.494142,0.129290,0.249499,84.526407
0.115857,0.559273,0.036376,100.000000
0.072059,0.638821,0.245232,100.000000
0.841993,0.194228,0.180785,35.925009
0.055568,0.667666,0.175905,97.544145
0.280611,0.534933,0.260227,100.000000
0.334130,0.497836,0.089071,99.790473
0.172994,0.682162,0.263836,100.000000
0.313893,0.410521,0.219922,92.516757
0.742693,0.000000,0.192847,31.062461
0.014683,0.696417,0.223770,100.000000
0.827173,0.208949,0.048511,27.455895
0.856548,0.230896,0.178706,34.060249
0.372262,0.591529,0.083309,95.588351
0.153613,0.334870,0.127520,97.540273
0.600840,0.335656,0.238804,72.759033
0.119673,0.446604,0.185423,99.557600
0.364919,0.286482,0.071074,87.354403
0.958429,0.000000,0.115029,4.222664
0.995464,0.000000,0.238258,7.433772
0.772105,0.200632,0.265349,46.994094
0.310962,0.496822,0.035104,88.467096
0.687665,0.399211,0.135684,67.047362
0.705406,0.301132,0.199847,57.155974
0.387842,0.417387,0.220856,96.133193
0.640889,0.368267,0.249463,84.317670
0.010728,0.635753,0.238769,100.000000
0.209058,0.732375,0.094956,100.000000
0.525088,0.491143,0.110379,85.201646
0.163751,0.558974,0.266204,97.689831
0.165907,0.370218,0.147675,100.000000
0.836304,0.071414,0.286416,38.319716
0.989133,0.000000,0.253450,18.485051
0.555969,0.192831,0.088205,68.622851
0.839070,0.031507,0.010712,15.947967
0.990322,0.000000,0.051123,3.846296
0.141596,0.463893,0.000198,99.808357
0.448246,0.524390,0.127000,90.575519
0.392573,0.322305,0.085538,86.485755
0.080049,1.000000,0.170132,100.000000
0.755330,0.200571,0.261877,46.980254
0.433779,0.631507,0.014085,93.205346
0.469327,0.625613,0.076090,93.013667
0.150673,0.685997,0.146036,91.373807
0.180927,0.956538,0.148710,100.000000
0.907104,0.095639,0.096133,9.518323
0.044649,0.588010,0.010517,100.000000
0.232852,0.491400,0.012242,92.219862
0.292059,0.519585,0.225598,97.336077
0.490198,0.586242,0.185619,86.642334
0.586445,0.101387,0.041214,45.276489
0.493290,0.633753,0.085769,98.151442
0.084115,0.545906,0.156722,97.653995
0.243667,0.717915,0.194313,92.995320
0.843588,0.038653,0.064985,9.659210
0.637589,0.574108,0.213859,85.860927
0.649149,0.290940,0.040157,52.577860
0.670203,0.171711,0.028554,43.559636
0.762903,0.254176,0.064354,44.027179
0.058108,0.969647,0.266337,99.760053
0.366608,0.375092,0.248289,93.796657
0.539527,0.304051,0.121922,73.860184
0.338456,0.430776,0.022020,90.128380
0.844479,0.079823,0.061932,12.993537
0.482573,0.192099,0.221284,81.510941
0.768628,0.342229,0.209992,56.973758
0.852016,0.065048,0.270028,30.419295
0.504791,0.413665,0.146520,86.287061
0.909552,0.039192,0.045893,4.722629
0.587124,0.320446,0.187493,75.834764
0.850274,0.100861,0.042156,18.029327
0.340591,0.329173,0.078681,90.078245
0.498817,0.270742,0.292877,81.700265
0.531411,0.328686,0.277413,93.328896
0.104980,0.393518,0.146174,98.888294
0.398553,0.832873,0.169868,94.019991
0.917338,0.000000,0.169264,7.858353
0.630832,0.323657,0.148075,68.285983
0.177507,0.574497,0.135498,92.933395
0.338856,0.325988,0.281463,94.980169
0.191603,0.814796,0.105050,95.351418
0.024823,0.594501,0.066303,100.000000
0.927460,0.063692,0.188681,18.005588
0.448207,0.429610,0.133941,95.224548
0.307535,0.481512,0.090164,95.656140
0.598477,0.235421,0.174922,69.604003
0.007314,0.349265,0.069908,97.184835
0.278022,0.583794,0.151993,100.000000
0.703033,0.374452,0.196698,63.421405
0.633770,0.297490,0.157762,60.792753
0.981806,0.073179,0.208285,10.184515
0.620358,0.170616,0.181823,64.314496
0.477506,0.627853,0.035355,80.640186
0.761433,0.253229,0.178076,40.773172
0.903328,0.196648,0.138949,17.817968
0.720696,0.510958,0.101010,67.458810
0.963211,0.000000,0.110912,14.729931
0.782005,0.240576,0.272701,57.261668
0.866801,0.000000,0.213144,20.533116
0.114104,0.643882,0.178090,99.401630
0.732414,0.261983,0.079708,35.937339
0.440089,0.347380,0.199185,89.091279
0.553104,0.403857,0.297528,91.186418
0.654102,0.058464,0.165912,47.772777
0.969815,0.000000,0.271695,14.078798
0.984578,0.000000,0.297955,21.809844
0.288228,0.279640,0.252171,90.906898
0.733753,0.183128,0.063874,39.562912
0.749984,0.277757,0.264395,60.313552
0.346493,0.353799,0.202945,93.383102
0.123870,0.727755,0.174413,100.000000
0.040947,0.700521,0.290304,98.432531
0.777343,0.109849,0.232550,37.113448
0.489700,0.307487,0.037285,72.786755
0.985540,0.000000,0.295329,20.911743
0.464973,0.127755,0.287471,79.504538
0.977917,0.000000,0.201017,8.980788
0.411576,0.650910,0.268892,93.987480
0.793682,0.216298,0.227101,46.625438
0.084819,0.947866,0.238278,100.000000
0.555462,0.335003,0.158725,76.608938
0.802060,0.369055,0.032207,37.338640
0.924702,0.152306,0.122296,12.437349
0.822583,0.096134,0.280604,42.805069
0.036971,0.855884,0.102772,97.312852
0.372702,0.340778,0.224540,99.987606
0.048698,0.695170,0.084875,100.000000
0.109282,0.530256,0.263291,100.000000
0.675306,0.246594,0.199290,69.214565
0.713258,0.302629,0.257902,62.905960
0.773721,0.097331,0.042844,27.059737
0.865457,0.056992,0.262507,30.435948
0.739431,0.278456,0.103883,53.292468
0.800872,0.231401,0.207876,55.390207
0.048964,0.406798,0.202590,99.147579
0.234535,0.575216,0.019877,90.906727
0.621898,0.341984,0.141332,67.302663
0.858125,0.168046,0.224012,29.926914
0.004500,0.633476,0.208359,95.873042
0.514629,0.283638,0.023043,70.874105
0.677287,0.464347,0.134068,68.253503
0.029607,0.701347,0.148376,99.628670
0.401356,0.395325,0.268641,88.240690
0.895635,0.137024,0.047317,6.130510
0.671613,0.118158,0.188739,51.778224
0.237658,0.278099,0.027748,91.229255
0.852781,0.117274,0.042903,20.218055
0.348031,0.550426,0.107066,100.000000
0.853345,0.000000,0.052352,13.570901
0.298944,0.380861,0.085618,91.391723
0.590320,0.248638,0.259700,76.124415
0.396940,0.216287,0.121813,91.753636
0.274825,0.861434,0.165303,100.000000
0.886558,0.089177,0.149542,19.428776
0.187594,0.651338,0.172056,100.000000
0.084812,0.946968,0.070355,93.513975
0.341927,0.662572,0.185200,93.912067
0.717639,0.322435,0.246235,66.531257
0.807432,0.244395,0.043270,36.719121
0.998743,0.007125,0.297001,13.736443
0.296362,0.700522,0.153929,96.546436
0.407942,0.524532,0.073369,95.244694
0.136821,0.449935,0.002349,98.864879
0.574872,0.349350,0.248424,75.076897
0.997580,0.067871,0.148175,16.188324
0.700881,0.208080,0.072229,41.110890
0.595213,0.324052,0.076409,61.464489
0.392369,0.198292,0.041409,82.732348
0.915299,0.025878,0.027804,10.542674
0.496917,0.429989,0.252208,87.171420
0.134367,0.692485,0.009631,94.311431
0.365378,0.406415,0.136274,91.202558
0.067167,0.730174,0.268963,97.545588
0.201979,0.753371,0.097763,97.517760
0.017669,0.860182,0.295667,100.000000
0.453280,0.260252,0.292219,95.519310
0.634540,0.225099,0.003493,38.636349
0.343292,0.166625,0.002449,75.262743
0.420382,0.263955,0.291217,94.801129
0.959209,0.107599,0.229896,23.775799
0.751963,0.157757,0.164113,40.789952
0.540857,0.150318,0.224523,75.641135
0.284541,0.510489,0.021044,85.970625
0.896997,0.047420,0.041513,16.207668
0.235097,0.779246,0.119414,91.124839
0.325343,0.556556,0.112017,96.925818
0.909065,0.015108,0.159643,15.853711
0.529542,0.382878,0.072133,71.575576
0.742318,0.224280,0.001059,28.950147
